Year of YearDate	Local Health District	Locality	Bachelor's degree or higher (B23006)	Cost Burdened Households	Home Ownership Rate	Housing units with a mortgage- 30.0% + (DP04)	Housing units without a mortgage - 30.0% + (DP04)	LEP Pop2	LEP Population (S1601)	Less than high school graduate (B23006)	Occupied housing units (DP04)	Occupied rentals - 30.0% + (DP04)	Owner-occupied housing units (DP04)	PopEst Total Population	Population 18-64 (DP05)	Population 65+ (DP05)	Population Under 18 (DP05)	Total Population 25-64 (B23006)	Total Population 5+ (S1601)	Working Age	Working Age Population w/ a Bachelor Degree	Working Age Population w/o a HS Diploma	Voter Turnout	Voter Turnout2	WCRegion	WCRegion_ID	# Unemployed (LMI)	0-17 Poverty Count (SAIPE)	0-17 Poverty Universe (SAIPE)	ACS Year	AHEC_ID	Arrests per 1,000 Residents	Arrests per 1,000 Residents - % of Va. Total	Average earnings per job (dollars) (BEA)	BEA Combined with:	BEA_fips	BEAFIPS	Below poverty level; 18 to 64 years (S1701)	Below poverty level; 65+ (S1701)	Below poverty level; Population for whom poverty status is determined (S1701)	Below poverty level; Under 18 years (S1701)	CBSA Code	Children in Poverty	Civilian noninstitutionalized population (S2701)	COVF_ID	CSB_ID	Education Enrollment (Dept of Ed)	Education Expenditures (Dept of Ed)	Education Spending per Student	Education Spending per Student - % of Va. Total	ERSTypology_ID	FIPS	Fips (2017 Sdoh)	Geography Year Sum	HSARegion_ID	Income maintenance benefits (BEA)	Information	Instructions	Insured: 18-64 (SAHIE)	Insured: Under 65 (SAHIE)	Labor Force (LMI)	LHD Year Sum	LHD_ID	Locality (2017 SDOH)	Locality Year Sum 5yr%	Locality Year Sum Ann%	Locality Year Sum Ann$	Mean income (dollars) per person (S1902)	Measure Selector - 5yr%	Measure Selector - Ann%	Measure Selector - Ann$	Per Capita Income	Per Capita Income - % of Va. Total	Per Capita Income Maintenance Benefits	Per capita income maintenance benefits (BEA)	Per capita personal income (BEA)	Per Job Income	Personal income (thousands of dollars) (BEA)	PlanningDistrict_ID	PlanningDistrict_Label	Population (BEA)	Population 18-64 (S1701)	Population 18-64 (SAHIE)	Population 65 + (S1701)	Population below 200% FPL	Population for whom poverty status is determined (S1701)	Population in Poverty	Population Under 65 (SAHIE)	Poverty Count (SAIPE)	Poverty Universe (SAIPE)	RUCC_2013_Label	SAHIE Population under 18	SAHIE Uninsured Children	State	Total Employment; Number of Jobs (BEA)	Total Group A Offenses (Crime Report)	Total Housing Units (DP05)	Total Population (DP05)	Total population (S1902)	Total Population Estimate (CB)	Total Population; Under 18 years (S1701)	Total Voting Age Citizens (Voting)	Total; All Individuals below: - 200 %+ FPL (S1701)	Unemployment Rate	Uninsured Children	Uninsured population (S2701)	Uninsured Population2	Uninsured: 18-64 (SAHIE)	Uninsured: Under 65 (SAHIE)	Virginia Year Sum	Virginia Year Sum (Values)	Virginia Year Sum Ann%	WIA_ID	WIA_Label	Year	YearDate
2010	Three Rivers	Mathews	916	25%	83%	522	147	1%	60.319	551	3773	282	3131	9004	5126	2171	1707	4524	8617	57%	20%	12%	3122	43%	Hampton Roads	Hampton Roads	268	274	1599	2006	5	13	1	28538	NA	51115	51115					47260	17%		3	22	1238.75	12396295.09	$10,007	$1	5	51115	51115	4299493.9%	5	4821	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	4074	5527	4224	28.0%	32	Mathews	25.2%	17%	$28,538	27011	25%	17%	$28,538	$43,816	63%	$538	538	43816	$28,538	392551	18	Middle Peninsula	8959		5050				10%	6655	903	8877	Metro - Counties in metro areas of 1 million population or more	1605	152	Virginia	3005	115	5651	9004	9004	8959		7240		6%	9%		17%	976	1128	33.8%	$55,577.47	15%	13	Area XIII	2010	1/1/2010 12:00:00 AM
2010	Hampton	Hampton City	16423	40%	59%	9089	1396	2%	2858.702	6123	53283	10831	31573	139046	90412	16287	32347	72760	129941	65%	23%	8%	37610	36%	Hampton Roads	Hampton Roads	5979	6225	30624	2006	2	29	2	55035	NA	51650	51650					47260	20%		3	16	20786.69	231592354.84	$11,141	$1	4	51650	51650	5051169.8%	5	120221	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	69874	98885	66666	40.0%	13	Hampton City	40.0%	20%	$55,035	24051	40%	20%	$55,035	$35,924	121%	$875	875	35924	$55,035	4933249	21	21	137323		86096				13%	116892	17439	132952	Metro - Counties in metro areas of 1 million population or more	30795	1784	Virginia	76913	4037	59233	139046	139046	137323		103775		9%	6%		15%	16223	18007	33.8%	$55,577.47	15%	14	Area XIV	2010	1/1/2010 12:00:00 AM
2010	Peninsula	Williamsburg City	1810	34%	50%	397	46	3%	354.51	249	4069	952	2015	13421	10240	1769	1412	4460	13130	76%	41%	6%	3349	30%	Hampton Roads	Hampton Roads	660	319	1405	2006	2	21	1		James City County	51931	51931					47260	23%		3	8					5	51830	51830	5051169.8%	5		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	5357	6668	6516	34.9%	21	Williamsburg City	34.3%	23%		22851	34%	23%									21	21			6769				19%	8173	1850	9991	Metro - Counties in metro areas of 1 million population or more	1404	93	Virginia		292	5007	13421	13421	13705		11195		10%	7%		18%	1412	1505	33.8%	$55,577.47	15%	14	Area XIV	2010	1/1/2010 12:00:00 AM
2010	Peninsula	Newport News City	22703	39%	52%	9914	1453	4%	6055.812	8093	70653	16373	36831	181822	117861	18677	45284	93366	168217	65%	24%	9%	40926	31%	Hampton Roads	Hampton Roads	7560	10038	43079	2006	2	30	2	54037	NA	51700	51700					47260	23%		3	16	28662.07	313726280	$10,946	$1	3	51700	51700	5051169.8%	5	182060	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	90338	131016	90664	34.9%	21	Newport News City	39.3%	23%	$54,037	24249	39%	23%	$54,037	$35,135	119%	$1,006	1006	35135	$54,037	6359848	21	21	181011		111819				15%	155080	26088	173222	Metro - Counties in metro areas of 1 million population or more	43259	2581	Virginia	119641	5343	76219	181822	181822	181011		130675		8%	6%		16%	21482	24063	33.8%	$55,577.47	15%	14	Area XIV	2010	1/1/2010 12:00:00 AM
2010	Peninsula	York	15327	27%	79%	4164	383	2%	1407.232	1083	24002	1911	18871	64846	40304	7402	17140	34886	61184	62%	44%	3%	19341	42%	Hampton Roads	Hampton Roads	1912	1158	17073	2006	2	17	1	40449	Poquoson	51958	51958					47260	7%		3	8	12543.48	125206117.51	$9,982	$1	5	51199	51199	5051169.8%	5	23306	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	34367	50395	31289	34.9%	21	York	26.9%	7%	$40,449	35823	27%	7%	$40,449	$48,390	89%	$301	301	48390	$40,449	3743244	21	21	77355		39535				5%	56439	3407	64767	Metro - Counties in metro areas of 1 million population or more	16904	876	Virginia	32083	1078	26053	64846	64846	65208		46135		6%	5%		11%	5168	6044	33.8%	$55,577.47	15%	14	Area XIV	2010	1/1/2010 12:00:00 AM
2010	Peninsula	James City	14804	31%	76%	4903	584	3%	1588.132	2016	25851	2645	19772	64386	37673	12611	14102	33133	61082	59%	45%	6%	23098	48%	Hampton Roads	Hampton Roads	2038	1475	14269	2006	2	14	1	40558	Williamsburg	51931	51931					47260	10%		3	8	10486.6	113881996.81	$10,860	$1	5	51095	51095	5051169.8%	5	31916	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	32759	46081	32243	34.9%	21	James City	31.5%	10%	$40,558	38162	31%	10%	$40,558	$51,535	89%	$392	392	51535	$40,558	4196931	21	21	81439		38083				8%	52224	5067	66180	Metro - Counties in metro areas of 1 million population or more	14141	819	Virginia	54303	949	28820	64386	64386	67734		48095		6%	6%		12%	5324	6143	33.8%	$55,577.47	15%	14	Area XIV	2010	1/1/2010 12:00:00 AM
2010	Peninsula	Poquoson City	2608	28%	85%	743	195	2%	254.98	252	4524	340	3835	12099	7310	1742	3047	6462	11590	60%	40%	4%	4396	49%	Hampton Roads	Hampton Roads	388	193	2939	2006	2	12	1		York County	51958	51958					47260	7%		3	8	2382.05	20994399.74	$8,814	$1	5	51735	51735	5051169.8%	5		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	6266	9013	6395	34.9%	21	Poquoson City	28.2%	7%		36840	28%	7%									21	21			7205				5%	10118	651	12068	Metro - Counties in metro areas of 1 million population or more	2913	166	Virginia		140	4685	12099	12099	12147		8885		6%	6%		11%	938	1104	33.8%	$55,577.47	15%	14	Area XIV	2010	1/1/2010 12:00:00 AM
2010	Three Rivers	Gloucester	3772	29%	82%	2727	423	1%	311.778	2556	14014	953	11544	36610	23049	5202	8359	20218	34642	63%	19%	13%	10416	37%	Hampton Roads	Hampton Roads	1334	1134	8032	2006	5	7	0	32300	NA	51073	51073					47260	14%		3	22	5931.59	57390623.24	$9,675	$1	0	51073	51073	4299493.9%	5	22261	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	19015	26484	19553	28.0%	32	Gloucester	29.3%	14%	$32,300	27395	29%	14%	$32,300	$39,754	71%	$603	603	39754	$32,300	1468467	18	Middle Peninsula	36939		23284				10%	31350	3603	36476	Metro - Counties in metro areas of 1 million population or more	8066	597	Virginia	14029	269	15706	36610	36610	36939		27985		7%	7%		16%	4269	4866	33.8%	$55,577.47	15%	14	Area XIV	2010	1/1/2010 12:00:00 AM
2010	Chesapeake	Chesapeake City	36154	40%	75%	19978	1480	2%	4508.922	9570	78778	9926	58988	219268	139206	22000	58062	119347	204951	63%	30%	8%	56620	36%	Hampton Roads	Hampton Roads	8146	6512	56885	2006	2	18	1	43595	NA	51550	51550					47260	11%		3	6	39047.32	408384184.71	$10,459	$1	0	51550	51550	5051169.8%	5	132121	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	117925	171456	113319	39.8%	6	Chesapeake City	39.8%	11%	$43,595	29306	40%	11%	$43,595	$42,052	96%	$591	591	42052	$43,595	9403553	20	20	223619		138750				8%	195504	17468	218834	Metro - Counties in metro areas of 1 million population or more	56754	3223	Virginia	121687	4032	82132	219268	219268	223619		157550		7%	6%		12%	20825	24048	33.8%	$55,577.47	15%	16	Area XVI	2010	1/1/2010 12:00:00 AM
2010	Norfolk	Norfolk City	29652	45%	47%	12823	1949	3%	7428.927	16268	85061	23091	39675	242143	166578	22863	52702	119431	225119	69%	25%	14%	46524	26%	Hampton Roads	Hampton Roads	9843	12663	49655	2006	2	16	1	63683	NA	51710	51710					47260	26%		3	25	31286.08	354282118.26	$11,324	$1	4	51710	51710	5051169.8%	5	256090	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	109498	156595	112449	44.5%	20	Norfolk City	44.5%	26%	$63,683	23773	45%	26%	$63,683	$34,503	140%	$1,054	1054	34503	$63,683	8380127	20	20	242878		139596				19%	189753	39903	210438	Metro - Counties in metro areas of 1 million population or more	50157	3060	Virginia	210988	4000	94995	242143	242143	242878		180825		9%	6%		17%	30098	33158	33.8%	$55,577.47	15%	16	Area XVI	2010	1/1/2010 12:00:00 AM
2010	Portsmouth	Portsmouth City	10402	45%	62%	8081	1150	1%	1165.099	7288	37325	7416	22970	96785	60752	12611	23422	50024	89623	63%	21%	15%	26508	37%	Hampton Roads	Hampton Roads	4359	6280	22057	2006	2	28	2	58794	NA	51740	51740					47260	28%		3	30	14310.06	148130816.27	$10,352	$1	4	51740	51740	5051169.8%	5	119125	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	47376	68558	45461	44.6%	24	Portsmouth City	44.6%	28%	$58,794	22302	45%	28%	$58,794	$34,705	130%	$1,248	1248	34705	$58,794	3313347	20	20	95472		58238				18%	80515	16884	92209	Metro - Counties in metro areas of 1 million population or more	22277	1095	Virginia	57413	2636	41015	96785	96785	95472		72125		10%	5%		15%	10862	11957	33.8%	$55,577.47	15%	16	Area XVI	2010	1/1/2010 12:00:00 AM
2010	Virginia Beach	Virginia Beach City	78652	40%	67%	36357	3077	4%	15455.55	14162	163944	25865	109099	435996	284569	44316	107111	237308	406725	65%	33%	6%	114365	36%	Hampton Roads	Hampton Roads	14749	11472	103912	2006	2	20	1	44520	NA	51810	51810					47260	11%		3	38	69548.77	744600661.89	$10,706	$1	0	51810	51810	5051169.8%	5	219981	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	234041	332074	226894	39.8%	33	Virginia Beach City	39.8%	11%	$44,520	30873	40%	11%	$44,520	$44,817	98%	$501	501	44817	$44,520	19674154	20	20	438985		280008				8%	383804	34303	429325	Metro - Counties in metro areas of 1 million population or more	103796	5763	Virginia	240506	8811	176199	435996	435996	438985		314535		7%	6%		13%	45967	51730	33.8%	$55,577.47	15%	16	Area XVI	2010	1/1/2010 12:00:00 AM
2010	Western Tidewater	Isle of Wight	5371	29%	81%	2425	549	1%	460.138	1965	13553	971	10995	34762	21902	4789	8071	19501	32867	63%	28%	10%	10918	41%	Hampton Roads	Hampton Roads	1342	975	7957	2006	2	11	1	42279	NA	51093	51093					47260	12%		3	40	5395.32	52554174.72	$9,741	$1	3	51093	51093	5051169.8%	5	21413	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	18884	26307	18800	35.9%	35	Isle of Wight	29.1%	12%	$42,279	29547	29%	12%	$42,279	$45,298	93%	$606	606	45298	$42,279	1599701	20	20	35315		22019				9%	29929	3082	34995	Metro - Counties in metro areas of 1 million population or more	7909	486	Virginia	14230	380	14411	34762	34762	35315		26320		7%	6%		12%	3136	3622	33.8%	$55,577.47	15%	16	Area XVI	2010	1/1/2010 12:00:00 AM
2010	Western Tidewater	Suffolk City	11892	39%	75%	7013	872	1%	994.903	5439	30126	3836	22638	82544	51378	9178	21988	45027	76531	62%	26%	12%	22460	38%	Hampton Roads	Hampton Roads	3172	3764	21869	2006	2	18	1	44331	NA	51800	51800					47260	17%		3	40	13891.07	140153143.46	$10,089	$1	0	51800	51800	5051169.8%	5	69765	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	43826	64570	41753	35.9%	35	Suffolk City	38.9%	17%	$44,331	28441	39%	17%	$44,331	$42,245	98%	$822	822	42245	$44,331	3584659	20	20	84855		52198				12%	74120	9956	83591	Metro - Counties in metro areas of 1 million population or more	21922	1178	Virginia	34747	1493	32404	82544	82544	84855		59535		8%	5%		13%	8372	9550	33.8%	$55,577.47	15%	16	Area XVI	2010	1/1/2010 12:00:00 AM
2010	Rappahannock Rapidan	Fauquier	11440	32%	79%	4749	501	3%	1818.21	2861	22369	1926	17633	64546	40127	7629	16790	35651	60607	62%	32%	8%	18565	41%	Northern	Northern	2211	1480	16219	2006	1	13	1	43302	NA	51061	51061					47900	9%		4	33	11110.02	125045487.11	$11,255	$1	0	51061	51061	4286691.8%	1	23563	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	33780	48883	35763	34.5%	27	Fauquier	32.1%	9%	$43,302	38710	32%	9%	$43,302	$54,871	96%	$360	360	54871	$43,302	3593026	9	Rappahannock-Rapidan	65481		40244				7%	56434	4839	64837	Metro - Counties in metro areas of 1 million population or more	16190	1087	Virginia	32339	873	25408	64546	64546	65481		45665		6%	7%		13%	6464	7551	33.8%	$55,577.47	15%	6	Area VI	2010	1/1/2010 12:00:00 AM
2010	Fairfax	Falls Church City	4834	35%	64%	773	99	6%	664.826	178	4706	753	3006	11465	7388	1283	2794	6454	10723	64%	75%	3%	3902	50%	Northern	Northern	360	82	3078	2006	4	12	1		Fairfax County & City	51919	51919					47900	3%		4	14	2012.92	36188976.16	$17,978	$2	0	51610	51610	7368100.2%	2		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	7234	10161	7382	33.7%	12	Falls Church City	34.5%	3%		55389	35%	3%									8	Northern Virginia			8034				3%	11067	389	12507	Metro - Counties in metro areas of 1 million population or more	3032	105	Virginia		145	5342	11465	11465	12441		7770		5%	3%		8%	801	906	33.8%	$55,577.47	15%	11	Area XI	2010	1/1/2010 12:00:00 AM
2010	Fairfax	Fairfax City	6890	36%	72%	1822	97	12%	2483.768	717	8524	1155	6148	22058	14767	2905	4386	12598	20872	67%	55%	6%	6602	44%	Northern	Northern	689	369	4559	2006	4	11	1		Fairfax County & Falls Church	51919	51919					47900	8%		4	14					0	51600	51600	7368100.2%	2		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	12385	16635	12663	33.7%	12	Fairfax City	36.1%	8%		44008	36%	8%									8	Northern Virginia			14721				7%	19273	1586	22188	Metro - Counties in metro areas of 1 million population or more	4551	301	Virginia		238	8670	22058	22058	22596		15130		5%	7%		14%	2337	2638	33.8%	$55,577.47	15%	11	Area XI	2010	1/1/2010 12:00:00 AM
2010	Fairfax	Fairfax	365509	34%	72%	78665	4293	15%	145575.086	45627	381768	45488	274448	1048554	694414	98779	255361	610810	977014	66%	60%	7%	304950	47%	Northern	Northern	31022	19148	260536	2006	4	10	1	76241	Falls Church & Fairfax City	51919	51919					47900	7%		4	14	168430.72	2174806179.45	$12,912	$1	0	51059	51059	7368100.2%	2	348324	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	599832	842483	610521	33.7%	12	Fairfax	33.6%	7%	$76,241	49001	34%	7%	$76,241	$65,964	168%	$311	311	65964	$76,241	73998797	8	Northern Virginia	1121804		707430				6%	967267	63915	1076170	Metro - Counties in metro areas of 1 million population or more	259837	17186	Virginia	826400	10551	404109	1048554	1048554	1086767		653420		5%	7%		13%	107598	124784	33.8%	$55,577.47	15%	11	Area XI	2010	1/1/2010 12:00:00 AM
2010	Loudoun	Loudoun	98786	39%	81%	27957	831	11%	28811.425	9508	95330	8394	77022	291653	184814	17842	88997	167349	264325	63%	59%	6%	68899	40%	Northern	Northern	8952	4026	95437	2006	4	7	0	58441	NA	51107	51107					47900	4%		4	21	59313.39	752543808.31	$12,688	$1	0	51107	51107	7368100.2%	2	69029	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	175665	266159	175439	39.0%	17	Loudoun	39.0%	4%	$58,441	45356	39%	4%	$58,441	$62,979	129%	$219	219	62979	$58,441	19875091	8	Northern Virginia	315585		197000				4%	291638	11525	313709	Metro - Counties in metro areas of 1 million population or more	94638	4144	Virginia	184044	2305	104906	291653	291653	315585		173410		5%	4%		9%	21335	25479	33.8%	$55,577.47	15%	11	Area XI	2010	1/1/2010 12:00:00 AM
2010	Prince William	Prince William	81336	40%	75%	34715	1057	13%	45750.936	23498	124879	14799	93372	379415	244602	24237	110576	211608	346598	64%	38%	11%	91324	40%	Northern	Northern	13297	9782	115420	2006	4	17	1	48197	Manassas & Manassas Park	51942	51942					47900	8%		4	31	76176.96	784477948.72	$10,298	$1	0	51153	51153	7368100.2%	2	210304	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	209237	316198	218394	41.0%	25	Prince William	40.5%	8%	$48,197	35737	40%	8%	$48,197	$46,561	106%	$458	458	46561	$48,197	21375534	8	Northern Virginia	459090		258707				6%	374170	24696	402234	Metro - Counties in metro areas of 1 million population or more	115463	8502	Virginia	194650	6796	133878	379415	379415	406385		226400		6%	7%		15%	49470	57972	33.8%	$55,577.47	15%	11	Area XI	2010	1/1/2010 12:00:00 AM
2010	Prince William	Manassas Park City	1667	56%	71%	1665	57	26%	3038.208	1496	4206	618	2993	13195	8604	713	3878	7377	11868	65%	23%	20%	1697	24%	Northern	Northern	503	546	4016	2006	4	13	1		Prince William County & Manassas	51942	51942					47900	14%		4	31	2677.25	29068438.19	$10,858	$1	0	51685	51685	7368100.2%	2		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	6717	10377	8066	41.0%	25	Manassas Park City	55.6%	14%		27335	56%	14%									8	Northern Virginia			9514				9%	13581	1238	14360	Metro - Counties in metro areas of 1 million population or more	4068	408	Virginia		190	4806	13195	13195	14439		6985		6%	10%		24%	2796	3204	33.8%	$55,577.47	15%	11	Area XI	2010	1/1/2010 12:00:00 AM
2010	Rappahannock Rapidan	Manassas City	5572	42%	68%	2341	252	20%	6714.456	3887	11732	2289	8003	36067	23432	2350	10285	19940	32914	65%	28%	19%	6692	34%	Northern	Northern	1469	1888	10565	2006	4	14	1		Prince William County & Manassas Park	51942	51942					47900	18%		4	31	6705.36	80259933.3	$11,970	$1	0	51683	51683	7368100.2%	2		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	18129	27893	20972	34.5%	27	Manassas City	41.6%	18%		28941	42%	18%									8	Northern Virginia			24629				12%	35344	4427	37924	Metro - Counties in metro areas of 1 million population or more	10716	952	Virginia		551	13024	36067	36067	38266		19830		7%	9%		21%	6499	7451	33.8%	$55,577.47	15%	11	Area XI	2010	1/1/2010 12:00:00 AM
2010	Alexandria	Alexandria City	55507	35%	46%	7955	706	13%	15520.5	7221	63738	13834	29103	133647	98870	12302	22475	88726	124164	74%	63%	8%	36947	40%	Northern	Northern	4446	3332	23425	2006	4	14	1	81009	NA	51510	51510					47900	14%		4	1	11418.5	206468907.67	$18,082	$2	4	51510	51510	7368100.2%	2	61017	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	85511	107411	90361	35.3%	1	Alexandria City	35.3%	14%	$81,009	54345	35%	14%	$81,009	$76,131	179%	$433	433	76131	$81,009	10724876	8	Northern Virginia	140874		102932				9%	126324	12898	139158	Metro - Counties in metro areas of 1 million population or more	23391	1491	Virginia	123715	2011	71537	133647	133647	140874		92170		5%	6%		15%	17421	18912	33.8%	$55,577.47	15%	12	Area XII	2010	1/1/2010 12:00:00 AM
2010	Arlington	Arlington	94591	32%	47%	10611	1177	9%	16018.188	8619	91892	18033	43168	197467	149283	17288	30896	129122	186258	76%	73%	7%	57768	41%	Northern	Northern	5667	3392	32572	2006	4	10	1	96205	NA	51013	51013					47900	10%		4	3	19271.88	378491313.54	$19,640	$2	4	51013	51013	7368100.2%	2	55761	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	135359	166095	137368	32.5%	3	Arlington	32.5%	10%	$96,205	57724	32%	10%	$96,205	$79,218	212%	$266	266	79218	$96,205	16592211	8	Northern Virginia	209449		156299				7%	188644	14903	206899	Metro - Counties in metro areas of 1 million population or more	32345	1609	Virginia	210581	2194	102156	197467	197467	209449		141030		4%	5%		12%	20940	22549	33.8%	$55,577.47	15%	12	Area XII	2010	1/1/2010 12:00:00 AM
2010	Rappahannock	Spotsylvania	20192	35%	80%	10023	502	4%	4020.408	6287	41009	3925	32759	120212	74733	11035	34444	64941	111678	62%	31%	10%	28215	34%	Northern	Northern	4435	3532	33608	2006	5	18	1	39913	Fredericksburg	51951	51951					47900	11%		4	32	23715.06	228227795.37	$9,624	$1	0	51177	51177	4299493.9%	1	78871	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	63761	94989	63357	35.2%	26	Spotsylvania	35.2%	11%	$39,913	31012	35%	11%	$39,913	$41,463	88%	$535	535	41463	$39,913	6110646	16	George Washington R.C.	147376		76232				8%	109834	9645	121976	Metro - Counties in metro areas of 1 million population or more	33602	2374	Virginia	73259	2237	44644	120212	120212	123174		82785		7%	7%		14%	12471	14845	33.8%	$55,577.47	15%	13	Area XIII	2010	1/1/2010 12:00:00 AM
2010	Rappahannock	Stafford	24943	35%	78%	9635	407	4%	4287.782	4587	40183	3825	31502	124587	79191	8533	36863	67583	115886	64%	37%	7%	28478	34%	Northern	Northern	4156	2504	36945	2006	5	16	1	50580	NA	51179	51179					47900	7%		4	32	26632.84	250329152.97	$9,399	$1	4	51179	51179	4299493.9%	1	48189	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	68490	103308	63904	35.2%	26	Stafford	34.5%	7%	$50,580	34691	35%	7%	$50,580	$46,493	112%	$371	371	46493	$50,580	6036931	16	George Washington R.C.	129845		78979				5%	115680	6531	125863	Metro - Counties in metro areas of 1 million population or more	36701	1883	Virginia	51588	2107	43093	124587	124587	129845		83540		7%	5%		11%	10489	12372	33.8%	$55,577.47	15%	13	Area XIII	2010	1/1/2010 12:00:00 AM
2010	Rappahannock	Fredericksburg City	3613	47%	39%	877	139	7%	1437.282	1176	9206	3282	3592	23375	16310	2506	4559	10771	21777	70%	34%	11%	4417	25%	Northern	Northern	1119	1092	4676	2006	5	49	3		Spotsylvania County	51951	51951					47900	23%		4	32	2781.59	34647237.96	$12,456	$1	0	51630	51630	4299493.9%	1		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	11613	16062	12423	35.2%	26	Fredericksburg City	46.7%	23%		27870	47%	23%									16	George Washington R.C.			14868				20%	19623	4338	21908	Metro - Counties in metro areas of 1 million population or more	4755	306	Virginia		1192	10167	23375	23375	24202		17690		9%	6%		18%	3255	3561	33.8%	$55,577.47	15%	13	Area XIII	2010	1/1/2010 12:00:00 AM
